loss_charbonnier,loss_edge,perceptual_loss,loss_total
0.04918342083692551,0.009164193645119667,0.24020352959632874,0.29855114221572876
0.04585335776209831,0.009754959493875504,0.2318042665719986,0.2874125838279724
0.04986746236681938,0.009769107215106487,0.2452271282672882,0.30486369132995605
0.041901975870132446,0.00906390231102705,0.219395250082016,0.27036112546920776
0.04821263998746872,0.008827721700072289,0.22538858652114868,0.28242895007133484
0.053533267229795456,0.009352723136544228,0.24830147624015808,0.3111874461174011
0.043667301535606384,0.009087301790714264,0.22610023617744446,0.2788548171520233
0.05952274054288864,0.010507043451070786,0.2779185175895691,0.3479483127593994
0.049698732793331146,0.009081928059458733,0.2285344898700714,0.28731516003608704
0.049495354294776917,0.009061470627784729,0.2253231555223465,0.28387999534606934
0.04666636511683464,0.009113769978284836,0.22770661115646362,0.2834867238998413
0.04688870906829834,0.009139450266957283,0.2268894612789154,0.2829176187515259
0.055176518857479095,0.01009279116988182,0.270413875579834,0.3356831967830658
0.05233023688197136,0.009030807763338089,0.23920123279094696,0.3005622923374176
0.044503286480903625,0.00924783293157816,0.21714571118354797,0.270896852016449
0.047567710280418396,0.009385408833622932,0.22617608308792114,0.2831292152404785
0.04572141170501709,0.009891783818602562,0.22971311211585999,0.2853263020515442
0.04621107876300812,0.008532200008630753,0.2150624394416809,0.2698056995868683
0.04655834287405014,0.008642023429274559,0.20857274532318115,0.263773113489151
0.05013072490692139,0.009416881948709488,0.23018087446689606,0.28972846269607544
0.04985580965876579,0.009218323975801468,0.23126712441444397,0.29034125804901123
0.04779979586601257,0.009033754467964172,0.22970052063465118,0.28653407096862793
0.04913497716188431,0.008781226351857185,0.22624284029006958,0.2841590344905853
0.05343291163444519,0.008859801106154919,0.2290554642677307,0.2913481891155243
0.056662075221538544,0.009742898866534233,0.2581396996974945,0.32454466819763184
0.04578796774148941,0.008809833787381649,0.2216019630432129,0.2761997580528259
0.056323662400245667,0.009450883604586124,0.2593505382537842,0.3251250684261322
0.055245302617549896,0.01029787678271532,0.24930280447006226,0.3148459792137146
0.0509093776345253,0.009316423907876015,0.24329954385757446,0.30352532863616943
0.050519149750471115,0.00924029853194952,0.23477311432361603,0.29453256726264954
0.048430830240249634,0.009295724332332611,0.2308257818222046,0.28855234384536743
0.05316784977912903,0.009055533446371555,0.2288505584001541,0.2910739481449127
0.050461988896131516,0.00973680429160595,0.24789829552173615,0.30809709429740906
0.043977927416563034,0.008915048092603683,0.22471624612808228,0.2776091992855072
0.049017734825611115,0.009314388036727905,0.2342550903558731,0.2925872206687927
0.05978423357009888,0.009350516833364964,0.26009923219680786,0.32923397421836853
0.04947596788406372,0.009190090931952,0.2229190468788147,0.28158509731292725
0.05017856881022453,0.009023088030517101,0.2353735864162445,0.2945752441883087
0.05299077555537224,0.00961683876812458,0.2495289295911789,0.31213656067848206
0.0466136634349823,0.009007740765810013,0.22155404090881348,0.2771754562854767
0.0426146499812603,0.009084539487957954,0.21888859570026398,0.2705878019332886
0.05347158759832382,0.008775023743510246,0.22657179832458496,0.2888184189796448
0.057211555540561676,0.009508981369435787,0.24506135284900665,0.3117818832397461
0.04907859489321709,0.009156442247331142,0.22383590042591095,0.28207093477249146
0.06179419159889221,0.010368671268224716,0.2795335650444031,0.3516964316368103
0.045290570706129074,0.008786479942500591,0.21250706911087036,0.2665840983390808
0.046020474284887314,0.008871553465723991,0.21269628405570984,0.2675883173942566
0.05579301714897156,0.0091366246342659,0.24823850393295288,0.31316813826560974
0.044619422405958176,0.008230850100517273,0.2019280046224594,0.25477826595306396
0.05069073289632797,0.009086031466722488,0.233620747923851,0.2933975160121918
0.04071216285228729,0.00891292467713356,0.21361298859119415,0.2632380723953247
0.04378575086593628,0.008646705187857151,0.2067558467388153,0.25918829441070557
0.05385826528072357,0.009947355836629868,0.2500889301300049,0.3138945698738098
0.05052001774311066,0.009855734184384346,0.24977192282676697,0.3101477026939392
0.048656951636075974,0.009279738180339336,0.2409231811761856,0.2988598644733429
0.050458841025829315,0.009141023270785809,0.23374274373054504,0.29334262013435364
0.04457082599401474,0.008767114020884037,0.21267947554588318,0.26601743698120117
0.05204927176237106,0.009232109412550926,0.24905262887477875,0.3103339970111847
0.0542166605591774,0.010262303054332733,0.2597087025642395,0.32418766617774963
0.048205651342868805,0.008927403017878532,0.22618699073791504,0.28332003951072693
0.046274490654468536,0.008813640102744102,0.2241472452878952,0.2792353928089142
0.056833408772945404,0.009065914899110794,0.2505822777748108,0.3164816200733185
0.050465177744627,0.009186672046780586,0.23765122890472412,0.29730308055877686
0.05145263671875,0.009865614585578442,0.2503162622451782,0.31163451075553894
0.06405165791511536,0.009600145742297173,0.2818724513053894,0.3555242419242859
0.043108221143484116,0.00980544462800026,0.23142121732234955,0.28433486819267273
